1556636340.741203863, 0, 0, 0
1556636340.845203629, -0.00742981, 0.00554445, 0.329659
1556636340.936691909, -0.00843771, 0.00447391, 0.889316
1556636341.039853724, -0.0151963, -0.00153803, 1.59283
1556636341.151896773, -0.0102474, -0.000356703, 2.87902
1556636341.289404576, -0.0102587, -0.00627561, 3.70266
1556636341.340012939, -0.0109941, -0.0104711, 4.52666
1556636341.435488365, 0.0034171, -0.00475759, 5.44009
1556636341.537810811, -0.000592256, 0.0178299, 6.32441
1556636341.682076001, -0.00595215, 0.0281204, 7.19803
1556636341.744295394, -0.0116877, 0.0403433, 8.07226
1556636341.896502423, -0.00142353, 0.08552, 9.07457
1556636341.999639247, -0.00545159, 0.10971, 10.0053
1556636342.063238348, 0.0136758, 0.140599, 11.0274
1556636342.163526439, 0.0348901, 0.166245, 12.009
1556636342.297103437, 0.0313738, 0.195944, 12.9766
1556636342.370953848, 0.0323469, 0.226118, 13.9417
1556636342.533631402, 0.053006, 0.253077, 14.9945
1556636342.577551062, 0.0588437, 0.279808, 15.9906
1556636342.687242662, 0.07865, 0.306203, 17.027
1556636342.790938948, 0.0870386, 0.325539, 18.0718
1556636342.900953861, 0.113148, 0.349973, 19.1482
1556636343.015405467, 0.0856992, 0.38003, 20.2074
1556636343.099447911, 0.116553, 0.406635, 21.3055
1556636343.199684308, 0.155019, 0.433851, 22.4043
1556636343.316742397, 0.119372, 0.446941, 23.3986
1556636343.411432791, 0.105667, 0.461658, 24.4122
1556636343.525217884, 0.13215, 0.480288, 25.5128
1556636343.615985440, 0.123036, 0.502328, 26.556
1556636343.725218264, 0.150085, 0.522509, 27.6578
1556636343.825579244, 0.142292, 0.540708, 28.7131
1556636343.945524282, 0.169478, 0.560983, 29.8151
1556636344.051844737, 0.173157, 0.576606, 30.8762
1556636344.135351508, 0.203795, 0.595018, 31.984
1556636344.283573939, 0.192777, 0.627204, 33.0302
1556636344.347669635, 0.226747, 0.652116, 34.147
1556636344.447558267, 0.221357, 0.674049, 35.1886
1556636344.577936697, 0.252671, 0.704684, 36.309
1556636344.663679023, 0.278099, 0.736095, 37.423
1556636344.767612902, 0.257201, 0.733081, 38.4571
1556636344.888043726, 0.253468, 0.74834, 39.494
1556636345.012831463, 0.268905, 0.770892, 40.5992
1556636345.072784042, 0.282462, 0.7937, 41.7037
1556636345.183108088, 0.279269, 0.815839, 42.7503
1556636345.282982562, 0.281843, 0.847279, 43.794
1556636345.392808857, 0.293289, 0.880954, 44.9009
1556636345.494706270, 0.294727, 0.908986, 45.9613
1556636345.638822271, 0.300191, 0.940552, 47.0662
1556636345.698736749, 0.304463, 0.970308, 48.1716
1556636345.815333530, 0.303812, 0.944583, 49.2277
1556636345.911317361, 0.309071, 0.959812, 50.3381
1556636346.022521408, 0.309638, 0.989897, 51.4123
1556636346.128689210, 0.316662, 1.0087, 52.5253
1556636346.224278307, 0.325372, 1.04494, 53.5855
1556636346.324331102, 0.332525, 1.0736, 54.6974
1556636346.434046497, 0.339323, 1.10457, 55.7465
1556636346.534114421, 0.344598, 1.13786, 56.8589
1556636346.641392678, 0.37052, 1.13357, 57.9355
1556636346.748413515, 0.382756, 1.16282, 59.0509
1556636346.853041366, 0.390761, 1.17778, 60.1102
1556636346.952966839, 0.401365, 1.20283, 61.227
1556636347.052876711, 0.406017, 1.21014, 62.3086
1556636347.163112874, 0.416317, 1.23144, 63.4249
1556636347.273474358, 0.417755, 1.25179, 64.4725
1556636347.372795176, 0.429841, 1.27229, 65.5897
1556636347.472672722, 0.437811, 1.31221, 66.6281
1556636347.579758548, 0.447233, 1.3389, 67.7478
1556636347.690638150, 0.461692, 1.3425, 68.7683
1556636347.795347389, 0.477586, 1.35886, 69.8611
1556636347.896231421, 0.487813, 1.35943, 70.8507
1556636348.002259175, 0.495247, 1.37339, 71.932
1556636348.096957357, 0.503802, 1.39441, 72.9238
1556636348.214746982, 0.509515, 1.41209, 74.0113
1556636348.337245470, 0.521875, 1.42858, 74.9847
1556636348.443190352, 0.529544, 1.44565, 76.0027
1556636348.525518035, 0.545026, 1.45532, 76.8766
1556636348.642621588, 0.559291, 1.47116, 77.8535
1556636348.734288333, 0.583745, 1.48682, 78.7146
1556636348.843994785, 0.60395, 1.49796, 79.6584
1556636348.941523190, 0.63716, 1.51232, 80.4662
1556636349.067929937, 0.659422, 1.52492, 81.3447
1556636349.169079071, 0.685349, 1.53553, 82.0503
1556636349.255327102, 0.712965, 1.54364, 82.8703
1556636349.362950800, 0.767189, 1.55469, 83.5822
1556636349.480566728, 0.796137, 1.56355, 84.3452
1556636349.591464012, 0.825978, 1.57503, 84.9872
1556636349.666995798, 0.858361, 1.58695, 85.7063
1556636349.796519053, 0.904747, 1.59008, 86.2977
1556636349.868218340, 0.946882, 1.60106, 86.979
1556636350.039817610, 0.993324, 1.6108, 87.5073
1556636350.109059978, 1.03, 1.62345, 88.1012
1556636350.192026005, 1.06607, 1.63443, 88.6848
1556636350.322817888, 1.08432, 1.64343, 89.0652
1556636350.406933384, 1.10009, 1.64813, 89.4765
1556636350.526997041, 1.10767, 1.65427, 89.9583
1556636350.609708050, 1.09506, 1.65394, 90.3274
1556636350.749872621, 1.08706, 1.65965, 90.7667
1556636350.821686416, 1.06808, 1.66798, 91.1084
1556636350.920707206, 1.04758, 1.67607, 91.5263
1556636351.022924691, 1.01726, 1.68354, 91.8717
1556636351.129700693, 0.984086, 1.69063, 92.2718
1556636351.239102963, 0.911199, 1.68681, 92.6117
1556636351.344708841, 0.850286, 1.69441, 92.9888
1556636351.446866900, 0.757707, 1.69803, 93.299
1556636351.540705890, 0.673181, 1.7061, 93.6601
1556636351.656058742, 0.537623, 1.71431, 93.972
1556636351.756205099, 0.419181, 1.72393, 94.3175
1556636351.864429546, 0.235631, 1.73812, 94.6224
1556636351.965754783, 0.0937747, 1.7472, 94.9534
1556636352.065838478, -0.0838412, 1.76826, 95.2147
1556636352.166656086, -0.256108, 1.77695, 95.5303
1556636352.284781992, -0.480177, 1.7732, 95.7853
1556636352.376872242, -0.677995, 1.78137, 96.0748
1556636352.493241511, -0.931639, 1.79469, 96.2623
1556636352.584229459, -1.16295, 1.80317, 96.5195
1556636352.734365247, -1.42643, 1.82045, 96.6884
1556636352.795840037, -1.68312, 1.82772, 96.9133
1556636352.895773874, -1.95062, 1.83594, 97.1259
1556636353.027682980, -2.25926, 1.83629, 97.2841
1556636353.103127217, -2.62417, 1.84399, 97.4565
1556636353.214077360, -2.94537, 1.84962, 97.6153
