0.000000, 0.000000, 0.000000
-0.030247, -0.002748, 0.314869
-0.046786, -0.013148, 0.821087
-0.066268, -0.012180, 1.464850
-0.047290, 0.002168, 2.789536
-0.071993, -0.000733, 3.579903
-0.075282, 0.006971, 4.596442
-0.091391, 0.020481, 5.435663
-0.057773, 0.061879, 6.412413
-0.084181, 0.089803, 7.280316
-0.061430, 0.126742, 8.307529
-0.070092, 0.150715, 9.223188
-0.046960, 0.177961, 10.225920
-0.057767, 0.199143, 11.182917
-0.034704, 0.232831, 12.216323
-0.035692, 0.253217, 13.201581
-0.023147, 0.300480, 14.204866
-0.016095, 0.317420, 15.211044
-0.006661, 0.364199, 16.241213
0.017048, 0.377753, 17.293966
0.007695, 0.418771, 18.363745
0.049476, 0.417221, 19.482956
-0.001684, 0.463616, 20.461079
0.026723, 0.481621, 21.603823
0.017084, 0.538881, 22.591602
0.014129, 0.555332, 23.717276
0.013970, 0.597542, 24.677498
0.016559, 0.613500, 25.801109
0.036088, 0.640753, 26.837692
0.038808, 0.662749, 27.964741
0.062517, 0.707065, 29.026577
0.067815, 0.729192, 30.158524
0.075300, 0.736562, 31.168077
0.084969, 0.766585, 32.298832
0.099081, 0.799281, 33.323544
0.105507, 0.836547, 34.477345
0.133291, 0.865477, 35.482620
0.144239, 0.905992, 36.616951
0.147195, 0.914268, 37.661110
0.139056, 0.946364, 38.788601
0.151588, 0.951518, 39.770756
0.143160, 0.980252, 40.860119
0.142164, 0.997541, 41.904739
0.132788, 1.030744, 42.989487
0.149773, 1.073946, 44.058105
0.144222, 1.112887, 45.156517
0.167648, 1.123753, 46.237423
0.164528, 1.152718, 47.352341
0.168309, 1.171180, 48.441769
0.163875, 1.184704, 49.562748
0.163636, 1.220718, 50.605129
0.175062, 1.254468, 51.735229
0.199362, 1.292576, 52.756298
0.212268, 1.327861, 53.898621
0.216441, 1.348184, 54.950924
0.229203, 1.374522, 56.087059
0.225780, 1.396585, 57.136574
0.220054, 1.417658, 58.281635
0.206642, 1.439013, 59.321613
0.204128, 1.450235, 60.466766
0.208446, 1.486016, 61.488277
0.204577, 1.504228, 62.628307
0.233154, 1.554468, 63.641876
0.242159, 1.588427, 64.769722
0.254877, 1.611653, 65.789635
0.259616, 1.651543, 66.922813
0.254238, 1.658314, 67.938126
0.244647, 1.685334, 69.056618
0.274266, 1.689835, 70.040878
0.279349, 1.704001, 71.132004
0.302819, 1.726144, 72.139313
0.308044, 1.745322, 73.247421
0.319958, 1.794228, 74.158699
0.333768, 1.821228, 75.177650
0.358877, 1.827987, 76.039665
0.372402, 1.848977, 77.040909
0.399889, 1.862795, 77.937431
0.420426, 1.872898, 78.875450
0.435003, 1.887873, 79.626122
0.455683, 1.902926, 80.530151
0.487990, 1.918112, 81.295410
0.510929, 1.933415, 82.133102
0.554854, 1.949689, 82.827713
0.584340, 1.961783, 83.622444
0.611051, 1.975491, 84.247818
0.637567, 1.993754, 85.007256
0.698918, 1.989776, 85.551285
0.732414, 2.001158, 86.208679
0.780903, 2.024053, 86.695114
0.826342, 2.039572, 87.285057
0.875007, 2.063210, 87.791328
0.916253, 2.076750, 88.381607
0.901486, 2.073669, 88.811668
0.910237, 2.071020, 89.326805
0.906428, 2.080645, 89.659782
0.900247, 2.088159, 90.126694
0.885139, 2.102968, 90.479797
0.859863, 2.110970, 90.912674
0.812283, 2.110815, 91.287407
0.767804, 2.118792, 91.721245
0.683170, 2.127811, 92.077766
0.619166, 2.136008, 92.491356
0.529337, 2.147873, 92.753433
0.428407, 2.153050, 93.119865
0.305814, 2.171147, 93.467003
0.189467, 2.184991, 93.824387
0.038641, 2.211403, 94.134071
-0.109057, 2.214658, 94.478638
-0.307156, 2.224599, 94.756104
-0.489312, 2.221901, 95.072357
-0.714185, 2.228567, 95.331131
-0.926056, 2.224999, 95.622879
-1.176268, 2.255686, 95.820831
-1.420119, 2.260065, 96.061356
-1.659197, 2.282895, 96.291168
-1.929902, 2.279534, 96.507645
-2.223986, 2.287404, 96.745209
-2.524440, 2.295460, 96.939278
-2.854601, 2.325792, 97.109291
-3.194365, 2.331083, 97.260101
-3.583698, 2.336261, 97.398087
-3.952263, 2.341826, 97.506134
-4.334709, 2.378190, 97.625374
-4.723525, 2.360754, 97.701622
-5.151179, 2.351079, 97.820801
-5.568864, 2.346485, 97.851227
-6.058179, 2.359070, 97.917557
-6.499618, 2.361261, 97.913643
-6.971080, 2.410117, 98.000427
-7.472585, 2.421028, 98.009064
-7.975498, 2.468388, 98.058144
-8.504468, 2.474094, 98.057297
-9.043234, 2.437122, 98.044807
-9.602537, 2.441319, 98.010254
-10.169754, 2.459540, 97.963448
-10.749995, 2.449578, 97.930840
-11.369325, 2.457675, 97.921318
-11.998866, 2.471829, 97.890694
-12.685909, 2.506874, 97.867638
-13.329689, 2.523093, 97.828384
-14.042819, 2.552359, 97.789597
-14.718745, 2.550097, 97.746490
-15.461878, 2.523551, 97.701004
-16.190269, 2.527922, 97.657074
-16.968620, 2.563831, 97.626472
-17.711464, 2.572044, 97.586670
-18.502535, 2.588673, 97.567383
-19.264154, 2.597320, 97.530029
-20.088829, 2.633790, 97.508652
-20.872637, 2.640960, 97.478027
-21.696901, 2.644167, 97.425652
-22.520029, 2.646333, 97.395393
-23.393707, 2.671286, 97.348518
-24.228989, 2.673126, 97.314674
-25.073999, 2.686940, 97.276222
-25.939137, 2.699930, 97.236130
-26.762201, 2.713373, 97.202545
-27.630939, 2.716168, 97.167381
-28.500826, 2.737603, 97.093071
-29.393459, 2.728307, 97.054619
-30.195984, 2.753292, 96.982491
-31.089613, 2.751006, 96.932152
-31.843477, 2.795328, 96.879883
-32.731091, 2.810059, 96.824638
-33.556206, 2.824126, 96.802361
-34.455002, 2.849514, 96.762497
-35.211197, 2.862714, 96.701218
-36.089767, 2.862845, 96.658821
-36.821609, 2.892435, 96.644035
-37.683907, 2.904898, 96.606186
-38.434566, 2.915869, 96.556015
-39.298927, 2.932146, 96.519478
-40.035618, 2.949015, 96.451385
-40.884743, 2.958643, 96.406815
-41.610088, 2.956340, 96.350967
-42.453476, 2.971769, 96.304703
-43.186520, 3.002946, 96.252022
-44.025822, 3.019756, 96.195343
-44.719006, 3.022085, 96.128204
-45.540524, 3.039626, 96.060265
-46.236530, 3.051127, 96.004997
-47.016876, 3.055444, 95.939171
-47.656334, 3.063959, 95.883247
-48.416759, 3.065074, 95.819740
-49.071365, 3.065177, 95.795753
-49.835491, 3.073605, 95.729752
-50.476265, 3.097290, 95.696968
-51.246738, 3.113271, 95.636070
-51.853161, 3.122551, 95.584885
-52.603954, 3.142367, 95.526505
-53.210381, 3.152059, 95.495453
-53.957905, 3.168770, 95.448021
-54.552353, 3.156069, 95.384773
-55.295967, 3.173818, 95.329514
-55.888741, 3.183738, 95.286835
-56.602757, 3.193552, 95.230225
-57.196827, 3.205482, 95.184837
-57.916569, 3.236818, 95.118507
