0.000000, 0.000000, 0.000000
-0.030247, -0.002748, 0.314869
-0.046786, -0.013148, 0.821087
-0.011862, -0.022367, 1.696084
-0.025603, -0.035827, 2.762347
0.011574, 0.021344, 5.072500
-0.016955, 0.052713, 6.231249
-0.029577, 0.134758, 8.168389
-0.033449, 0.179781, 9.631419
0.023230, 0.244941, 12.311825
0.022915, 0.275039, 13.816722
0.049605, 0.318970, 15.509638
0.065648, 0.348649, 17.308525
0.052745, 0.365824, 19.253546
0.043892, 0.463662, 22.242161
-0.013165, 0.577624, 24.840431
-0.044873, 0.632320, 27.029778
0.027543, 0.723087, 29.390408
-0.004321, 0.761663, 31.458256
0.067558, 0.776593, 33.567604
0.075987, 0.812274, 35.788681
0.057368, 0.876026, 37.791645
0.070774, 0.940377, 38.856880
0.120154, 0.926694, 39.731842
0.143525, 0.909521, 41.564175
0.164077, 0.914837, 42.731255
0.138196, 0.948987, 44.484505
0.145133, 1.092679, 46.761497
0.143273, 1.125847, 48.846436
0.168955, 1.185218, 50.596622
0.175077, 1.237874, 52.819530
0.180041, 1.329065, 55.198318
0.176966, 1.287336, 57.503521
0.220816, 1.296297, 59.942402
0.193967, 1.282130, 62.659470
0.371470, 1.443627, 65.614166
0.407000, 1.498088, 68.537682
0.436415, 1.576799, 71.329659
0.546133, 1.603278, 74.397346
0.601211, 1.624555, 77.215614
0.681910, 1.724009, 79.479332
0.795538, 1.749614, 81.476479
0.921051, 1.780472, 83.841110
0.723108, 1.794093, 85.451157
0.623102, 1.773796, 87.624420
0.451141, 1.839698, 89.435959
-0.031183, 1.831580, 91.290138
-0.486472, 1.822001, 92.697479
-1.406570, 1.993547, 93.824600
-2.547162, 2.024725, 95.052589
-4.441521, 2.233317, 95.486824
-6.199098, 2.348573, 96.126610
-8.086055, 2.372906, 96.838600
-10.403753, 2.448755, 97.787193
-12.524889, 2.460812, 98.193611
-14.637730, 2.476573, 98.449905
-17.011002, 2.534082, 98.400917
-19.461397, 2.669526, 99.004669
-21.856245, 2.718012, 99.126450
-24.251759, 2.785319, 99.520500
-26.756073, 2.869771, 99.664719
-29.179430, 2.975503, 99.839798
-31.851784, 3.047027, 99.995796
-34.762932, 3.132132, 100.138344
-38.903572, 3.251601, 100.323219
-41.841957, 3.300372, 100.406532
-44.686077, 3.305869, 100.481682
-47.776981, 3.405741, 100.558769
-50.466709, 3.460399, 100.642960
-52.854969, 3.590731, 100.718193
-55.541695, 3.662623, 100.748962
-58.198456, 3.733551, 100.730377
-61.170029, 3.863382, 100.580482
-63.915474, 3.913929, 100.499725
-66.535751, 3.955790, 100.412483
-69.079575, 3.975952, 100.323051
-72.314384, 4.119760, 100.269180
-74.548996, 4.216757, 100.198532
-77.195168, 4.251018, 100.037811
-79.823235, 4.317388, 99.853836
-82.186249, 4.399359, 99.703819
-85.269226, 4.521202, 99.582710
-88.169800, 4.582743, 99.448776
-91.000504, 4.651935, 99.334023
-94.427460, 4.734925, 99.260498
-97.775520, 4.838576, 99.206482
-100.975937, 4.953187, 99.138786
-104.586548, 5.082823, 99.082893
-107.889557, 5.192432, 98.954094
-111.971558, 5.448720, 98.624687
-114.860268, 5.596903, 98.422058
-118.254303, 5.805498, 98.091797
-121.531479, 5.973365, 97.708267
-124.659607, 6.127597, 97.318977
-127.443001, 6.272227, 96.990257
-130.615936, 6.446230, 96.250015
-133.661957, 6.545583, 95.540115
-136.681183, 6.627020, 94.654724
-139.480667, 6.718637, 93.948875
-141.481140, 6.862079, 93.754112
-144.086929, 6.982510, 93.147476
-145.838470, 7.090379, 92.973457
-148.362946, 7.172514, 92.523636
-150.727982, 7.278879, 92.155121
-151.173721, 7.331580, 92.348076
-153.540436, 7.410670, 92.291573
-155.762970, 7.472183, 92.317017
-157.768936, 7.613897, 92.864586
-159.459442, 7.646445, 92.730774
-161.538101, 7.714419, 92.835449
-163.574753, 7.750710, 92.857155
-165.320602, 7.862419, 92.377022
-167.543015, 7.933032, 92.278282
-168.614548, 8.060105, 92.266975
-170.875946, 8.097598, 91.816139
-173.172409, 8.195230, 91.535393
-175.340942, 8.243294, 91.255318
-176.928345, 8.193991, 90.965874
-179.169891, 8.243073, 90.623810
-181.171158, 8.333929, 90.335716
-183.312469, 8.373516, 90.068565
-185.167725, 8.462862, 90.097824
-186.944885, 8.505988, 89.918884
-186.935928, 8.536210, 90.312325
-188.471817, 8.576025, 90.428261
-189.782135, 8.616740, 91.030975
-191.007736, 8.607970, 91.673271
-192.329025, 8.635665, 92.615814
-193.144669, 8.747031, 94.457626
-193.618896, 8.810238, 96.528603
-194.682068, 8.956797, 99.391586
-195.290359, 9.007171, 101.808212
-195.615005, 9.036390, 104.140846
-196.276413, 9.030394, 107.099442
-196.532135, 9.066895, 109.848869
-197.431549, 9.126854, 113.137016
-197.700638, 9.122228, 116.030678
-198.631653, 9.197502, 119.296875
-198.902817, 9.202214, 122.205933
-199.485306, 9.366293, 125.881729
-199.929245, 9.428042, 129.349472
-200.388840, 9.499527, 132.488510
-200.802124, 9.528543, 135.456680
-201.088226, 9.557356, 139.451721
-201.414322, 9.567831, 142.520416
-201.433014, 9.584804, 144.521744
-201.635406, 9.631625, 147.119629
-201.681793, 9.673470, 149.254486
-201.797852, 9.718136, 151.232452
-201.801468, 9.784307, 152.237076
-201.808990, 9.822240, 154.033066
-201.303085, 9.837902, 154.680817
-200.808411, 9.812446, 156.244064
-200.068298, 9.723320, 157.359039
-199.222427, 9.708708, 158.632004
-198.280960, 9.687483, 159.545288
-196.955093, 9.660775, 160.545990
-195.307175, 9.683622, 161.209259
-193.721664, 9.625652, 162.021149
-191.549500, 9.529879, 162.437012
-189.534210, 9.409324, 162.858383
-187.210938, 9.293321, 163.587830
-184.940567, 9.146299, 164.040634
-182.340332, 9.066853, 164.679733
-179.855362, 8.910005, 165.118546
-177.292664, 8.816956, 165.677139
-174.647949, 8.693797, 166.123352
-171.469452, 8.737301, 166.947449
-168.613556, 8.622429, 167.425491
-164.878098, 8.518863, 168.265289
-161.588699, 8.374722, 168.775879
-157.831100, 8.245957, 169.587296
-154.244583, 8.064835, 170.358139
-150.823654, 7.891843, 171.070618
-145.978928, 7.827505, 172.074478
-142.368423, 7.716379, 172.864456
-139.643417, 7.635836, 173.515060
-135.983398, 7.497795, 174.383408
-132.046432, 7.322374, 175.180115
-128.463608, 7.216132, 175.784866
-124.527084, 7.093501, 176.501724
-120.756584, 6.965415, 177.137680
-116.941826, 6.803028, 177.777420
-113.069199, 6.656349, 178.416428
-109.282990, 6.535838, 179.037613
-105.460983, 6.490484, 179.652786
-101.519005, 6.396322, 180.332932
-98.225113, 6.284728, 180.874374
-94.433762, 6.148867, 181.607697
-90.582718, 5.979980, 182.312927
-86.830025, 5.806573, 182.990677
-82.726570, 5.645853, 183.841888
-78.655235, 5.468626, 184.625336
-74.260979, 5.313374, 185.572571
-69.834747, 5.103052, 186.401962
-64.424454, 4.949208, 187.330643
